模型名称,训练轮数,训练时间(h),总参数(M),模型体积(MB),mAP50,mAP50-95,平均召回,FPS,平均推理时间(ms),当前学习率,CBAM注意力,大目标优化,自适应LR,类别平衡,知识蒸馏,是否续训,续训权重路径
YOLOv8m + CBAM (大目标害虫检测专用),70,0.41,25.87,49.62,0.7913,0.5174,0.776,41.45,24.13,2.4142857142857093e-06,开启,开启,开启,开启,开启,是,/workspace/examples/PythonProject1/pest_experiment_results_yolov8m_cbam/yolov8m_cbam_large_obj/weights/last.pt
