模型名称,训练轮数,训练时间(h),总参数(M),模型体积(MB),mAP50,mAP50-95,平均召回,FPS,平均推理时间(ms),当前学习率,CBAM注意力,大目标优化,自适应LR,类别平衡,知识蒸馏
YOLOv8m + CBAM (大目标害虫检测专用),70,5.89,25.9,49.62,0.7856,0.5093,0.7831,34.71,28.81,1.9385714285714287e-05,开启,开启,开启,开启,开启
