epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,13200.8,1.47413,2.85029,1.54414,0.71533,0.7058,0.73105,0.46798,1.54129,2.3525,1.74059,0.00296117,0.00296117,0.00296117
43,13516,1.46185,2.83422,1.54049,0.69556,0.72208,0.72757,0.46851,1.5402,2.34207,1.74126,0.00279011,0.00279011,0.00279011
44,13829.7,1.46475,2.80449,1.5379,0.70516,0.71429,0.72829,0.46967,1.53852,2.32757,1.74103,0.00262153,0.00262153,0.00262153
45,14144.1,1.44742,2.73568,1.53294,0.70348,0.71366,0.72982,0.46852,1.53881,2.33185,1.74305,0.00245576,0.00245576,0.00245576
46,14457.5,1.44358,2.71533,1.52986,0.70456,0.71335,0.72822,0.46748,1.53736,2.33099,1.74324,0.00229314,0.00229314,0.00229314
47,14771.6,1.43884,2.67355,1.51815,0.72675,0.69535,0.72933,0.46903,1.53575,2.32152,1.74242,0.002134,0.002134,0.002134
48,15085.4,1.43566,2.66169,1.52113,0.71496,0.70943,0.72714,0.46806,1.53536,2.321,1.74237,0.00197866,0.00197866,0.00197866
49,15399.1,1.43822,2.66311,1.51628,0.71712,0.70671,0.72958,0.47001,1.53482,2.31368,1.74187,0.00182743,0.00182743,0.00182743
50,15713.7,1.41595,2.59332,1.50969,0.72522,0.7077,0.73139,0.47296,1.53361,2.3136,1.74082,0.00168061,0.00168061,0.00168061
51,16027.7,1.41965,2.57207,1.5061,0.72931,0.71036,0.73569,0.47632,1.53322,2.31594,1.74032,0.00153851,0.00153851,0.00153851
52,16342,1.41132,2.52756,1.50312,0.723,0.71551,0.73527,0.47661,1.53214,2.31662,1.73891,0.0014014,0.0014014,0.0014014
53,16656.6,1.41262,2.52476,1.50411,0.71744,0.71801,0.73383,0.47707,1.5313,2.32406,1.73755,0.00126957,0.00126957,0.00126957
54,16970.4,1.39622,2.48098,1.49826,0.71709,0.71577,0.73336,0.47731,1.53258,2.33147,1.738,0.00114328,0.00114328,0.00114328
55,17285,1.39206,2.47285,1.49314,0.71861,0.71793,0.73258,0.47758,1.53265,2.33525,1.73779,0.00102278,0.00102278,0.00102278
56,17601.1,1.32729,1.71682,1.56816,0.71424,0.71619,0.73403,0.47885,1.53258,2.34157,1.73779,0.000908311,0.000908311,0.000908311
57,17914,1.31658,1.65549,1.56331,0.71528,0.71877,0.73301,0.47785,1.53351,2.34133,1.73836,0.000800112,0.000800112,0.000800112
58,18225.9,1.31012,1.65116,1.5643,0.7203,0.7163,0.73342,0.47763,1.53462,2.34384,1.73918,0.000698398,0.000698398,0.000698398
59,18537.4,1.3012,1.61282,1.55586,0.72171,0.71656,0.73419,0.47825,1.53451,2.34774,1.73934,0.000603374,0.000603374,0.000603374
60,18848.6,1.29456,1.59247,1.54835,0.72077,0.71571,0.73316,0.47761,1.53408,2.34819,1.73932,0.00051523,0.00051523,0.00051523
61,19161.3,1.28173,1.57157,1.53373,0.72018,0.71301,0.7325,0.47777,1.53375,2.34763,1.73943,0.000434144,0.000434144,0.000434144
62,19473.3,1.28257,1.57255,1.53797,0.72357,0.71089,0.73153,0.47698,1.53329,2.34672,1.73933,0.000360279,0.000360279,0.000360279
63,19785.4,1.28309,1.55611,1.54131,0.72268,0.70963,0.73148,0.47744,1.53312,2.34726,1.7395,0.000293785,0.000293785,0.000293785
64,20097.8,1.27434,1.5347,1.53092,0.7211,0.70945,0.73145,0.47725,1.53298,2.34639,1.73978,0.000234795,0.000234795,0.000234795
