epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,342.446,0.75434,1.25015,1.20059,0.771480,0.778160,0.871510,0.558110,0.86772,1.10836,1.34254,6.65714e-06,6.65714e-06,6.65714e-06
68,690.661,0.75423,1.23993,1.19909,0.769920,0.780200,0.871430,0.557920,0.86774,1.10881,1.34249,5.24286e-06,5.24286e-06,5.24286e-06
69,1038.67,0.75933,1.25061,1.2016,0.767310,0.782000,0.871390,0.555900,0.86765,1.10854,1.34239,3.82857e-06,3.82857e-06,3.82857e-06
70,1386.8,0.75696,1.2384,1.20494,0.762120,0.789330,0.871600,0.557470,0.86767,1.10841,1.34242,2.41429e-06,2.41429e-06,2.41429e-06
