模型名称,训练轮数,训练时间(h),总参数(M),模型体积(MB),mAP50,mAP50-95,平均召回,FPS,平均推理时间(ms)
YOLOv8m (Optimized),80,7.76,25.9,49.62,0.7758,0.4813,0.789,41.39,24.16
