epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,27499.7,1.24714,1.53304,1.5371,0.63836,0.66344,0.65577,0.427,1.34212,0.98782,1.72323,4.3507e-05,4.3507e-05,4.3507e-05
59,27973,1.24712,1.53293,1.53673,0.64047,0.66403,0.65661,0.4287,1.34186,0.98614,1.72318,4.24725e-05,4.24725e-05,4.24725e-05
60,28445.8,1.24388,1.52196,1.53604,0.63864,0.66351,0.6561,0.42801,1.3416,0.98446,1.72272,4.14366e-05,4.14366e-05,4.14366e-05
61,28918.4,1.24487,1.521,1.53169,0.64331,0.66547,0.65816,0.42946,1.3411,0.98347,1.72205,4.04e-05,4.04e-05,4.04e-05
62,29392,1.24988,1.53125,1.53863,0.64373,0.66792,0.65939,0.43013,1.34039,0.98297,1.72132,3.93634e-05,3.93634e-05,3.93634e-05
63,29865.2,1.2387,1.50367,1.52843,0.64422,0.66748,0.66015,0.43091,1.33939,0.98154,1.72039,3.83275e-05,3.83275e-05,3.83275e-05
64,30338.2,1.23748,1.5063,1.53211,0.64063,0.66615,0.65914,0.43047,1.33923,0.98037,1.71998,3.7293e-05,3.7293e-05,3.7293e-05
65,30810,1.2469,1.50955,1.53444,0.63926,0.66498,0.65902,0.43044,1.3383,0.97908,1.71909,3.62607e-05,3.62607e-05,3.62607e-05
66,31281.9,1.24272,1.51422,1.53466,0.6382,0.66422,0.65811,0.4308,1.33655,0.97807,1.71744,3.52312e-05,3.52312e-05,3.52312e-05
67,31754.4,1.24014,1.51094,1.53426,0.63959,0.66587,0.65935,0.4319,1.33644,0.97696,1.71704,3.42052e-05,3.42052e-05,3.42052e-05
68,32227.1,1.24108,1.49707,1.52761,0.64187,0.66682,0.66043,0.43235,1.33564,0.97617,1.7164,3.31835e-05,3.31835e-05,3.31835e-05
69,32700.7,1.2428,1.489,1.53014,0.64219,0.66756,0.66018,0.43243,1.33476,0.97517,1.71574,3.21667e-05,3.21667e-05,3.21667e-05
70,33174.1,1.23906,1.49062,1.5278,0.64254,0.66914,0.66073,0.43289,1.33377,0.97456,1.71494,3.11556e-05,3.11556e-05,3.11556e-05
71,33647.8,1.23572,1.47637,1.5253,0.64176,0.6721,0.6617,0.43362,1.33319,0.97387,1.71431,3.01508e-05,3.01508e-05,3.01508e-05
72,34121.4,1.24012,1.4832,1.5267,0.64115,0.6716,0.6609,0.43285,1.33243,0.97318,1.71351,2.9153e-05,2.9153e-05,2.9153e-05
73,34594.2,1.23976,1.48276,1.52806,0.64167,0.67301,0.6622,0.43425,1.33203,0.97237,1.71302,2.81629e-05,2.81629e-05,2.81629e-05
74,35067.8,1.23585,1.47353,1.52591,0.64439,0.67602,0.66427,0.43619,1.33137,0.97195,1.71244,2.71812e-05,2.71812e-05,2.71812e-05
75,35541.2,1.23634,1.47971,1.52606,0.64391,0.67614,0.66474,0.4362,1.3311,0.97169,1.71216,2.62086e-05,2.62086e-05,2.62086e-05
76,36014.2,1.23798,1.4861,1.52982,0.64367,0.67693,0.66555,0.43667,1.33069,0.97113,1.71159,2.52457e-05,2.52457e-05,2.52457e-05
